bus_id,route,bus_type,depot,date,capacity,passengers,occupancy_rate,distance_km,fare_per_passenger,revenue,fuel_consumed_liters,month,day_of_week
AP0794,Eluru-Hyderabad,Express,Tirupati,2024-11-18,59,44,75.69,434.39,297.0,13068.12,82.89,November,Monday
AP0795,Hyderabad-Visakhapatnam,Sleeper,Visakhapatnam,2024-06-25,40,29,73.8,635.14,771.73,22380.16,141.86,June,Tuesday
AP0796,Hyderabad-Vijayawada,Volvo AC,Guntur,2024-04-25,49,24,50.15,259.05,653.04,15672.94,91.94,April,Thursday
AP0797,Nellore-Chennai,Ordinary,Nellore,2024-10-06,59,27,46.33,369.1,305.13,8238.6,81.41,October,Sunday
AP0798,Anantapur-Bangalore,Ordinary,Tirupati,2024-08-16,55,43,78.97,260.6,147.85,6357.62,75.41,August,Friday
AP0799,Kurnool-Hyderabad,Ordinary,Tirupati,2024-11-26,63,56,89.89,305.53,279.24,15637.42,75.37,November,Tuesday
AP0800,Kadapa-Hyderabad,Express,Guntur,2024-07-21,55,49,90.87,310.02,357.51,17517.99,62.9,July,Sunday
AP0801,Nellore-Chennai,Semi-Sleeper,Guntur,2024-07-04,63,51,82.15,577.58,249.92,12746.11,151.27,July,Thursday
AP0802,Guntur-Hyderabad,Ordinary,Hyderabad,2024-01-10,63,47,74.84,235.21,180.46,8481.48,46.04,January,Wednesday
AP0803,Chittoor-Bangalore,Super Luxury,Hyderabad,2024-04-02,45,9,20.1,261.86,573.33,5159.95,46.57,April,Tuesday
AP0804,Vijayawada-Visakhapatnam,Sleeper,Vijayawada,2024-09-16,36,13,37.44,517.37,562.1,7307.28,137.35,September,Monday
AP0805,Vijayawada-Visakhapatnam,Semi-Sleeper,Tirupati,2024-06-09,63,27,43.89,505.38,276.23,7458.2,174.03,June,Sunday
AP0806,Ongole-Hyderabad,Volvo AC,Hyderabad,2024-10-01,49,33,68.31,454.04,843.73,27843.15,154.65,October,Tuesday
AP0807,Hyderabad-Vijayawada,Express,Nellore,2024-10-15,59,53,91.18,262.97,400.53,21227.84,103.69,October,Tuesday
AP0808,Vijayawada-Tirupati,Express,Guntur,2024-04-03,63,55,88.78,452.94,377.2,20745.85,107.07,April,Wednesday
AP0809,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-12-08,55,39,72.67,597.5,271.11,10573.38,206.64,December,Sunday
AP0810,Vijayawada-Visakhapatnam,Super Luxury,Hyderabad,2024-06-03,53,32,61.25,286.67,446.12,14275.83,57.69,June,Monday
AP0811,Kakinada-Vijayawada,Ordinary,Guntur,2024-05-04,59,30,51.64,265.57,263.06,7891.68,52.97,May,Saturday
AP0812,Eluru-Hyderabad,Express,Visakhapatnam,2024-11-11,59,27,46.18,643.57,424.22,11454.07,176.74,November,Monday
AP0813,Ongole-Hyderabad,Volvo AC,Vijayawada,2024-10-18,53,47,89.37,309.07,920.04,43242.0,53.41,October,Friday
AP0814,Vijayawada-Visakhapatnam,Ordinary,Guntur,2024-09-22,55,37,67.83,367.99,426.99,15798.68,71.17,September,Sunday
AP0815,Chittoor-Bangalore,Express,Kurnool,2024-09-27,59,19,32.49,319.97,451.34,8575.41,65.19,September,Friday
AP0816,Kadapa-Hyderabad,Volvo AC,Tirupati,2024-03-22,53,45,84.92,215.1,861.97,38788.54,50.57,March,Friday
AP0817,Vijayawada-Visakhapatnam,Ordinary,Vijayawada,2024-09-13,59,17,30.34,393.52,212.66,3615.21,67.41,September,Friday
AP0818,Hyderabad-Tirupati,Express,Guntur,2024-05-08,63,49,79.33,545.97,446.12,21860.03,108.56,May,Wednesday
AP0819,Ongole-Hyderabad,Semi-Sleeper,Hyderabad,2024-05-31,63,50,80.14,386.1,319.98,15998.98,73.2,May,Friday
AP0820,Guntur-Hyderabad,Express,Vijayawada,2024-02-23,55,44,80.63,634.09,611.44,26903.43,109.19,February,Friday
AP0821,Kurnool-Hyderabad,Express,Tirupati,2024-02-11,59,49,84.68,285.89,296.18,14513.03,56.87,February,Sunday
AP0822,Ongole-Hyderabad,Express,Vijayawada,2024-08-18,59,56,95.45,198.14,278.31,15585.38,52.56,August,Sunday
AP0823,Kurnool-Hyderabad,Volvo AC,Visakhapatnam,2024-12-21,49,23,46.98,285.11,722.99,16628.83,55.2,December,Saturday
AP0824,Chittoor-Bangalore,Sleeper,Tirupati,2024-07-19,40,23,58.3,378.41,178.8,4112.39,80.41,July,Friday
AP0825,Guntur-Hyderabad,Super Luxury,Kurnool,2024-11-23,45,22,50.8,489.97,570.36,12547.89,102.22,November,Saturday
AP0826,Kadapa-Hyderabad,Sleeper,Hyderabad,2024-05-11,40,36,92.24,347.0,685.02,24660.75,79.6,May,Saturday
AP0827,Vijayawada-Tirupati,Volvo AC,Guntur,2024-07-06,49,31,64.21,405.2,1016.84,31522.03,84.87,July,Saturday
AP0828,Eluru-Hyderabad,Super Luxury,Hyderabad,2024-08-23,45,36,80.08,228.8,512.9,18464.27,48.07,August,Friday
AP0829,Rajahmundry-Hyderabad,Super Luxury,Hyderabad,2024-10-13,45,33,74.13,320.29,491.37,16215.28,75.2,October,Sunday
AP0830,Hyderabad-Visakhapatnam,Ordinary,Kurnool,2024-07-14,59,41,70.42,611.97,284.81,11677.06,202.35,July,Sunday
AP0831,Ongole-Hyderabad,Semi-Sleeper,Tirupati,2024-09-13,59,39,66.58,244.48,113.85,4440.07,51.95,September,Friday
AP0832,Kurnool-Hyderabad,Sleeper,Hyderabad,2024-08-18,40,34,85.13,369.41,422.56,14367.17,68.74,August,Sunday
AP0833,Kadapa-Hyderabad,Express,Kurnool,2024-04-08,63,55,88.0,535.79,289.44,15919.28,98.71,April,Monday
AP0834,Kadapa-Hyderabad,Super Luxury,Nellore,2024-05-11,49,46,93.92,240.38,637.82,29339.87,54.07,May,Saturday
AP0835,Vijayawada-Visakhapatnam,Semi-Sleeper,Vijayawada,2024-08-29,63,47,74.79,425.29,284.53,13372.93,82.47,August,Thursday
AP0836,Hyderabad-Visakhapatnam,Semi-Sleeper,Vijayawada,2024-01-15,55,41,75.75,623.73,164.67,6751.28,142.43,January,Monday
AP0837,Vijayawada-Tirupati,Volvo AC,Vijayawada,2024-12-03,49,14,29.75,416.61,1070.2,14982.84,130.78,December,Tuesday
AP0838,Rajahmundry-Hyderabad,Express,Vijayawada,2024-03-08,59,59,100.0,314.49,409.92,24185.19,90.88,March,Friday
AP0839,Kadapa-Hyderabad,Sleeper,Kurnool,2024-12-10,40,21,52.85,222.08,896.58,18828.15,55.31,December,Tuesday
AP0840,Hyderabad-Tirupati,Express,Vijayawada,2024-03-13,55,43,79.67,521.44,210.72,9061.12,143.79,March,Wednesday
AP0841,Chittoor-Bangalore,Sleeper,Visakhapatnam,2024-04-21,40,19,49.92,229.07,991.26,18833.87,61.43,April,Sunday
AP0842,Hyderabad-Visakhapatnam,Semi-Sleeper,Kurnool,2024-11-26,55,48,88.14,633.17,188.87,9065.52,137.85,November,Tuesday
AP0843,Ongole-Hyderabad,Semi-Sleeper,Tirupati,2024-10-11,59,40,69.06,364.29,171.62,6864.76,58.71,October,Friday
AP0844,Hyderabad-Visakhapatnam,Volvo AC,Nellore,2024-09-09,57,56,99.46,594.58,778.84,43615.18,192.99,September,Monday
AP0845,Hyderabad-Tirupati,Volvo AC,Nellore,2024-01-09,53,45,86.41,567.2,953.5,42907.5,141.46,January,Tuesday
AP0846,Ongole-Hyderabad,Semi-Sleeper,Guntur,2024-06-03,59,49,83.99,308.48,266.68,13067.23,85.71,June,Monday
AP0847,Chittoor-Bangalore,Semi-Sleeper,Nellore,2024-11-19,63,41,65.1,382.0,273.92,11230.53,113.2,November,Tuesday
AP0848,Anantapur-Bangalore,Sleeper,Guntur,2024-04-15,36,13,37.84,418.96,1006.83,13088.75,86.59,April,Monday
AP0849,Kadapa-Hyderabad,Volvo AC,Vijayawada,2024-07-23,49,34,70.97,487.43,404.16,13741.4,121.9,July,Tuesday
AP0850,Kakinada-Vijayawada,Ordinary,Hyderabad,2024-06-06,63,37,60.25,501.54,237.06,8771.04,104.37,June,Thursday
AP0851,Ongole-Hyderabad,Sleeper,Kurnool,2024-11-29,44,43,99.55,449.95,669.43,28785.34,101.47,November,Friday
AP0852,Anantapur-Bangalore,Sleeper,Hyderabad,2024-04-03,44,26,60.74,524.03,714.9,18587.38,133.3,April,Wednesday
AP0853,Hyderabad-Vijayawada,Sleeper,Kurnool,2024-09-05,40,28,71.89,265.61,531.14,14872.04,57.54,September,Thursday
AP0854,Guntur-Hyderabad,Volvo AC,Visakhapatnam,2024-05-29,53,30,58.42,388.76,719.58,21587.46,101.28,May,Wednesday
AP0855,Vijayawada-Visakhapatnam,Ordinary,Hyderabad,2024-04-25,63,41,65.78,299.43,273.64,11219.44,55.03,April,Thursday
AP0856,Kadapa-Hyderabad,Ordinary,Kurnool,2024-01-10,59,48,82.34,244.82,181.31,8703.06,91.05,January,Wednesday
AP0857,Hyderabad-Vijayawada,Ordinary,Visakhapatnam,2024-12-14,55,54,99.25,264.72,163.44,8825.74,48.31,December,Saturday
AP0858,Eluru-Hyderabad,Super Luxury,Nellore,2024-01-23,49,31,63.28,386.43,499.78,15493.17,107.65,January,Tuesday
AP0859,Kurnool-Hyderabad,Super Luxury,Guntur,2024-10-26,49,30,62.25,333.96,712.54,21376.13,51.37,October,Saturday
AP0860,Ongole-Hyderabad,Volvo AC,Hyderabad,2024-05-19,53,45,86.71,216.42,678.38,30527.1,34.86,May,Sunday
AP0861,Ongole-Hyderabad,Express,Kurnool,2024-11-15,55,22,40.28,300.8,569.83,12536.24,54.08,November,Friday
AP0862,Rajahmundry-Hyderabad,Semi-Sleeper,Vijayawada,2024-11-23,55,46,84.58,310.75,236.19,10864.72,65.36,November,Saturday
AP0863,Vijayawada-Tirupati,Sleeper,Hyderabad,2024-01-14,40,30,75.5,449.49,694.74,20842.23,101.57,January,Sunday
AP0864,Ongole-Hyderabad,Ordinary,Vijayawada,2024-12-04,59,46,78.46,271.7,411.45,18926.52,43.98,December,Wednesday
AP0865,Nellore-Chennai,Express,Vijayawada,2024-07-10,55,28,52.51,332.53,365.59,10236.62,73.57,July,Wednesday
AP0866,Vijayawada-Visakhapatnam,Sleeper,Tirupati,2024-03-13,40,40,100.0,294.68,820.75,32829.82,68.58,March,Wednesday
AP0867,Vijayawada-Visakhapatnam,Volvo AC,Hyderabad,2024-10-20,57,24,42.31,441.09,732.03,17568.74,107.25,October,Sunday
AP0868,Kurnool-Hyderabad,Ordinary,Kurnool,2024-10-21,63,51,81.88,398.62,259.07,13212.65,94.02,October,Monday
AP0869,Chittoor-Bangalore,Semi-Sleeper,Guntur,2024-11-27,63,47,75.37,393.32,236.48,11114.61,96.2,November,Wednesday
AP0870,Vijayawada-Visakhapatnam,Ordinary,Nellore,2024-08-05,63,60,95.33,345.37,302.76,18165.75,60.13,August,Monday
AP0871,Ongole-Hyderabad,Ordinary,Kurnool,2024-03-12,63,36,57.24,381.92,175.08,6303.04,82.02,March,Tuesday
AP0872,Guntur-Hyderabad,Semi-Sleeper,Nellore,2024-06-11,55,50,92.68,275.95,303.71,15185.59,53.15,June,Tuesday
AP0873,Eluru-Hyderabad,Semi-Sleeper,Kurnool,2024-03-18,63,37,59.88,318.05,416.78,15420.75,64.46,March,Monday
AP0874,Hyderabad-Tirupati,Super Luxury,Kurnool,2024-07-28,45,31,69.04,544.08,310.53,9626.52,118.16,July,Sunday
AP0875,Chittoor-Bangalore,Sleeper,Nellore,2024-12-13,36,13,37.31,336.91,1068.75,13893.8,62.36,December,Friday
AP0876,Kakinada-Vijayawada,Sleeper,Guntur,2024-01-26,36,29,81.24,310.91,607.54,17618.72,66.24,January,Friday
AP0877,Kadapa-Hyderabad,Volvo AC,Kurnool,2024-07-14,53,44,84.88,309.59,658.96,28994.4,80.15,July,Sunday
AP0878,Kakinada-Vijayawada,Ordinary,Nellore,2024-04-08,55,31,57.69,599.74,145.57,4512.71,132.19,April,Monday
AP0879,Anantapur-Bangalore,Ordinary,Vijayawada,2024-06-13,63,38,60.4,317.33,144.48,5490.34,64.41,June,Thursday
AP0880,Hyderabad-Tirupati,Semi-Sleeper,Vijayawada,2024-06-17,63,60,95.31,524.83,312.86,18771.56,115.64,June,Monday
AP0881,Hyderabad-Tirupati,Semi-Sleeper,Guntur,2024-01-23,63,33,52.59,565.86,204.86,6760.52,128.35,January,Tuesday
AP0882,Kadapa-Hyderabad,Semi-Sleeper,Kurnool,2024-02-16,55,42,77.89,378.54,228.29,9587.98,82.08,February,Friday
AP0883,Rajahmundry-Hyderabad,Semi-Sleeper,Guntur,2024-08-21,59,37,63.82,412.09,218.01,8066.3,99.04,August,Wednesday
AP0884,Vijayawada-Visakhapatnam,Ordinary,Kurnool,2024-11-24,55,11,21.17,290.92,311.0,3420.95,65.52,November,Sunday
AP0885,Anantapur-Bangalore,Volvo AC,Tirupati,2024-01-24,53,23,44.12,272.65,887.07,20402.52,45.3,January,Wednesday
AP0886,Ongole-Hyderabad,Volvo AC,Vijayawada,2024-10-08,53,44,83.1,435.67,979.98,43119.22,90.42,October,Tuesday
AP0887,Hyderabad-Vijayawada,Volvo AC,Guntur,2024-03-02,53,37,71.69,270.72,1045.87,38697.33,54.0,March,Saturday
AP0888,Hyderabad-Vijayawada,Volvo AC,Nellore,2024-05-07,49,44,91.23,268.28,668.0,29392.21,76.04,May,Tuesday
AP0889,Eluru-Hyderabad,Express,Guntur,2024-08-26,55,36,66.59,371.28,420.94,15153.84,87.71,August,Monday
AP0890,Hyderabad-Vijayawada,Semi-Sleeper,Hyderabad,2024-09-24,59,48,82.84,276.14,150.34,7216.35,55.25,September,Tuesday
AP0891,Vijayawada-Tirupati,Semi-Sleeper,Hyderabad,2024-01-02,59,28,48.82,123.05,264.66,7410.4,28.4,January,Tuesday
AP0892,Rajahmundry-Hyderabad,Ordinary,Tirupati,2024-06-26,55,29,53.23,298.13,179.09,5193.64,57.53,June,Wednesday
AP0893,Vijayawada-Tirupati,Semi-Sleeper,Vijayawada,2024-08-13,63,41,65.15,357.81,100.0,4100.0,74.91,August,Tuesday
AP0894,Hyderabad-Vijayawada,Ordinary,Kurnool,2024-08-01,55,29,54.35,283.62,294.35,8536.13,69.66,August,Thursday
AP0895,Kakinada-Vijayawada,Sleeper,Vijayawada,2024-08-24,44,24,55.67,395.21,640.54,15372.94,93.76,August,Saturday
AP0896,Hyderabad-Tirupati,Sleeper,Guntur,2024-04-28,44,28,64.73,582.24,478.14,13388.0,128.57,April,Sunday
AP0897,Eluru-Hyderabad,Ordinary,Guntur,2024-02-04,63,57,90.63,550.95,372.36,21224.48,107.5,February,Sunday
AP0898,Vijayawada-Visakhapatnam,Sleeper,Vijayawada,2024-12-21,36,17,49.38,387.88,740.31,12585.19,76.71,December,Saturday
AP0899,Anantapur-Bangalore,Sleeper,Vijayawada,2024-01-02,36,19,52.78,354.8,285.24,5419.6,65.32,January,Tuesday
AP0900,Kakinada-Vijayawada,Volvo AC,Visakhapatnam,2024-05-20,49,22,46.86,355.32,457.93,10074.56,92.45,May,Monday
AP0901,Hyderabad-Tirupati,Ordinary,Visakhapatnam,2024-08-29,59,41,71.02,556.78,150.01,6150.59,102.57,August,Thursday
AP0902,Anantapur-Bangalore,Ordinary,Kurnool,2024-07-24,55,22,41.07,385.07,398.9,8775.81,109.89,July,Wednesday
AP0903,Chittoor-Bangalore,Sleeper,Visakhapatnam,2024-02-19,40,25,64.42,239.68,652.7,16317.48,46.48,February,Monday
AP0904,Hyderabad-Vijayawada,Volvo AC,Nellore,2024-11-09,57,14,25.56,284.93,894.22,12519.07,78.81,November,Saturday
AP0905,Nellore-Chennai,Ordinary,Hyderabad,2024-01-21,55,23,43.04,422.1,239.06,5498.29,103.87,January,Sunday
AP0906,Vijayawada-Visakhapatnam,Express,Visakhapatnam,2024-03-08,59,28,48.69,248.79,307.85,8619.94,40.28,March,Friday
AP0907,Kakinada-Vijayawada,Volvo AC,Guntur,2024-06-23,57,21,36.93,319.9,835.64,17548.37,80.08,June,Sunday
AP0908,Kakinada-Vijayawada,Express,Hyderabad,2024-03-07,63,35,56.42,388.1,262.48,9186.71,81.15,March,Thursday
AP0909,Vijayawada-Tirupati,Super Luxury,Guntur,2024-06-24,45,28,63.2,386.04,616.06,17249.65,102.36,June,Monday
AP0910,Hyderabad-Tirupati,Sleeper,Hyderabad,2024-05-01,44,24,55.98,553.02,841.11,20186.74,124.97,May,Wednesday
AP0911,Hyderabad-Tirupati,Semi-Sleeper,Visakhapatnam,2024-05-21,55,55,100.0,558.65,131.7,7243.38,104.18,May,Tuesday
AP0912,Chittoor-Bangalore,Ordinary,Guntur,2024-10-11,63,39,62.05,192.88,257.44,10040.18,35.95,October,Friday
AP0913,Vijayawada-Tirupati,Semi-Sleeper,Nellore,2024-03-14,59,48,81.84,429.62,253.0,12144.16,88.44,March,Thursday
AP0914,Rajahmundry-Hyderabad,Sleeper,Visakhapatnam,2024-09-04,36,28,78.17,517.13,629.34,17621.49,136.85,September,Wednesday
AP0915,Vijayawada-Tirupati,Super Luxury,Guntur,2024-04-05,49,30,61.87,260.61,582.14,17464.11,52.97,April,Friday
AP0916,Nellore-Chennai,Sleeper,Nellore,2024-04-30,36,21,60.22,400.59,900.1,18902.09,65.75,April,Tuesday
AP0917,Vijayawada-Tirupati,Semi-Sleeper,Vijayawada,2024-10-15,63,24,38.43,449.57,306.99,7367.72,140.14,October,Tuesday
AP0918,Nellore-Chennai,Volvo AC,Guntur,2024-02-11,53,31,59.85,468.1,913.0,28302.91,97.06,February,Sunday
AP0919,Chittoor-Bangalore,Ordinary,Vijayawada,2024-08-29,59,48,81.64,639.17,196.54,9433.72,135.34,August,Thursday
AP0920,Ongole-Hyderabad,Sleeper,Visakhapatnam,2024-05-06,36,32,89.2,217.91,527.63,16884.04,42.58,May,Monday
AP0921,Vijayawada-Tirupati,Super Luxury,Hyderabad,2024-10-24,45,13,29.11,289.89,600.17,7802.16,53.36,October,Thursday
AP0922,Vijayawada-Tirupati,Ordinary,Hyderabad,2024-03-29,59,35,60.51,345.1,260.93,9132.47,69.84,March,Friday
AP0923,Guntur-Hyderabad,Volvo AC,Kurnool,2024-09-20,53,41,78.44,523.44,625.7,25653.64,140.72,September,Friday
AP0924,Hyderabad-Vijayawada,Sleeper,Guntur,2024-04-19,40,40,100.0,293.86,785.55,31421.99,62.12,April,Friday
AP0925,Hyderabad-Tirupati,Sleeper,Nellore,2024-09-26,44,44,100.0,567.15,700.45,30819.82,204.23,September,Thursday
AP0926,Hyderabad-Vijayawada,Express,Kurnool,2024-09-21,55,39,71.85,260.02,630.52,24590.14,44.84,September,Saturday
AP0927,Rajahmundry-Hyderabad,Ordinary,Visakhapatnam,2024-07-22,59,47,80.89,388.99,409.31,19237.55,71.58,July,Monday
AP0928,Guntur-Hyderabad,Ordinary,Nellore,2024-04-04,59,54,92.6,250.17,211.99,11447.36,50.9,April,Thursday
AP0929,Hyderabad-Vijayawada,Express,Guntur,2024-08-22,63,52,83.39,258.29,297.47,15468.26,64.65,August,Thursday
AP0930,Vijayawada-Tirupati,Ordinary,Kurnool,2024-03-04,55,32,59.34,464.01,204.92,6557.49,121.14,March,Monday
AP0931,Anantapur-Bangalore,Ordinary,Guntur,2024-08-01,55,45,81.88,264.51,265.97,11968.6,47.85,August,Thursday
AP0932,Hyderabad-Visakhapatnam,Volvo AC,Hyderabad,2024-02-25,57,41,72.98,599.44,981.01,40221.55,131.15,February,Sunday
AP0933,Hyderabad-Visakhapatnam,Semi-Sleeper,Visakhapatnam,2024-04-07,59,34,59.14,570.69,262.99,8941.6,141.6,April,Sunday
AP0934,Kurnool-Hyderabad,Sleeper,Guntur,2024-09-14,40,37,94.31,288.4,826.89,30594.95,78.35,September,Saturday
AP0935,Nellore-Chennai,Express,Guntur,2024-04-04,63,49,78.96,297.94,416.82,20424.22,60.64,April,Thursday
AP0936,Kadapa-Hyderabad,Ordinary,Visakhapatnam,2024-03-13,63,54,85.76,350.2,287.08,15502.56,61.16,March,Wednesday
AP0937,Guntur-Hyderabad,Ordinary,Visakhapatnam,2024-02-16,55,49,90.3,468.39,360.17,17648.55,118.69,February,Friday
AP0938,Ongole-Hyderabad,Super Luxury,Vijayawada,2024-09-13,53,44,83.97,164.64,996.3,43837.28,35.32,September,Friday
AP0939,Kurnool-Hyderabad,Super Luxury,Visakhapatnam,2024-11-26,53,44,84.05,368.01,948.15,41718.63,85.95,November,Tuesday
AP0940,Anantapur-Bangalore,Ordinary,Tirupati,2024-09-15,59,29,50.05,285.56,319.37,9261.87,58.97,September,Sunday
AP0941,Vijayawada-Visakhapatnam,Super Luxury,Nellore,2024-03-24,45,17,38.67,242.79,583.67,9922.45,43.81,March,Sunday
AP0942,Kadapa-Hyderabad,Ordinary,Guntur,2024-12-04,59,55,94.2,448.07,309.11,17000.82,89.31,December,Wednesday
AP0943,Eluru-Hyderabad,Semi-Sleeper,Tirupati,2024-11-11,55,41,74.78,340.49,221.71,9089.96,80.43,November,Monday
AP0944,Ongole-Hyderabad,Semi-Sleeper,Vijayawada,2024-01-22,59,43,74.39,228.63,271.14,11659.04,54.16,January,Monday
AP0945,Kadapa-Hyderabad,Express,Kurnool,2024-03-26,63,39,61.93,487.84,383.73,14965.46,111.74,March,Tuesday
AP0946,Vijayawada-Visakhapatnam,Super Luxury,Hyderabad,2024-01-24,53,34,64.56,406.75,705.93,24001.78,70.24,January,Wednesday
AP0947,Chittoor-Bangalore,Sleeper,Vijayawada,2024-09-05,36,7,20.0,454.1,530.53,3713.74,130.2,September,Thursday
AP0948,Chittoor-Bangalore,Ordinary,Tirupati,2024-12-10,55,21,39.38,537.88,233.44,4902.27,105.96,December,Tuesday
AP0949,Kadapa-Hyderabad,Express,Kurnool,2024-02-26,55,41,75.54,503.03,370.52,15191.39,129.73,February,Monday
AP0950,Kurnool-Hyderabad,Ordinary,Vijayawada,2024-01-29,55,29,53.17,216.1,184.71,5356.52,39.41,January,Monday
AP0951,Guntur-Hyderabad,Ordinary,Guntur,2024-06-11,63,35,56.39,420.26,156.28,5469.79,75.39,June,Tuesday
AP0952,Kadapa-Hyderabad,Sleeper,Vijayawada,2024-01-07,36,26,74.31,212.04,612.83,15933.67,40.65,January,Sunday
AP0953,Ongole-Hyderabad,Super Luxury,Kurnool,2024-11-03,45,45,100.0,539.22,799.14,35961.4,142.16,November,Sunday
AP0954,Rajahmundry-Hyderabad,Super Luxury,Tirupati,2024-12-22,53,32,61.94,278.26,484.05,15489.46,65.87,December,Sunday
AP0955,Eluru-Hyderabad,Volvo AC,Tirupati,2024-11-11,57,48,84.62,302.07,712.08,34180.03,90.97,November,Monday
AP0956,Hyderabad-Visakhapatnam,Ordinary,Hyderabad,2024-08-13,59,30,51.53,571.21,257.39,7721.7,109.6,August,Tuesday
AP0957,Kurnool-Hyderabad,Express,Kurnool,2024-11-19,63,45,72.69,323.99,513.59,23111.77,93.66,November,Tuesday
AP0958,Rajahmundry-Hyderabad,Volvo AC,Vijayawada,2024-07-24,57,45,80.44,509.14,1215.68,54705.73,97.89,July,Wednesday
AP0959,Rajahmundry-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-09-12,59,43,73.48,439.58,191.83,8248.78,90.13,September,Thursday
AP0960,Hyderabad-Tirupati,Semi-Sleeper,Vijayawada,2024-06-13,63,37,58.85,551.15,336.64,12455.68,100.11,June,Thursday
AP0961,Hyderabad-Visakhapatnam,Express,Nellore,2024-08-21,63,43,69.34,577.53,348.96,15005.1,146.59,August,Wednesday
AP0962,Kadapa-Hyderabad,Volvo AC,Hyderabad,2024-03-04,57,33,58.54,428.92,689.55,22755.08,133.23,March,Monday
AP0963,Anantapur-Bangalore,Ordinary,Visakhapatnam,2024-01-04,55,36,65.78,233.79,327.42,11786.99,40.55,January,Thursday
AP0964,Rajahmundry-Hyderabad,Volvo AC,Kurnool,2024-07-23,49,31,65.1,629.9,787.35,24407.7,127.54,July,Tuesday
AP0965,Guntur-Hyderabad,Super Luxury,Nellore,2024-09-03,49,29,61.09,351.22,359.22,10417.31,99.14,September,Tuesday
AP0966,Hyderabad-Tirupati,Volvo AC,Guntur,2024-01-21,49,36,74.52,548.8,1039.86,37434.96,117.15,January,Sunday
AP0967,Vijayawada-Visakhapatnam,Super Luxury,Vijayawada,2024-10-29,53,24,46.46,304.35,763.03,18312.82,55.06,October,Tuesday
AP0968,Anantapur-Bangalore,Semi-Sleeper,Visakhapatnam,2024-01-26,55,33,61.05,486.7,199.49,6583.1,98.46,January,Friday
AP0969,Kurnool-Hyderabad,Sleeper,Visakhapatnam,2024-02-20,44,34,79.39,264.72,556.36,18916.08,53.48,February,Tuesday
AP0970,Hyderabad-Vijayawada,Volvo AC,Visakhapatnam,2024-03-19,53,43,82.47,261.4,679.02,29197.8,48.04,March,Tuesday
AP0971,Guntur-Hyderabad,Ordinary,Nellore,2024-05-30,55,34,62.87,311.37,225.14,7654.79,113.81,May,Thursday
AP0972,Kakinada-Vijayawada,Semi-Sleeper,Hyderabad,2024-11-06,55,28,52.55,491.64,213.6,5980.87,96.05,November,Wednesday
AP0973,Hyderabad-Tirupati,Sleeper,Vijayawada,2024-08-08,44,33,77.09,569.92,591.93,19533.71,146.87,August,Thursday
AP0974,Nellore-Chennai,Volvo AC,Nellore,2024-10-19,49,21,44.65,414.41,1278.38,26846.06,89.64,October,Saturday
AP0975,Anantapur-Bangalore,Semi-Sleeper,Visakhapatnam,2024-05-06,55,13,24.69,441.99,164.86,2143.22,83.16,May,Monday
AP0976,Vijayawada-Tirupati,Sleeper,Visakhapatnam,2024-03-01,40,29,73.98,441.82,512.76,14870.16,107.33,March,Friday
AP0977,Guntur-Hyderabad,Sleeper,Nellore,2024-12-01,44,37,85.18,277.71,485.64,17968.5,65.8,December,Sunday
AP0978,Hyderabad-Tirupati,Volvo AC,Nellore,2024-10-02,49,45,91.92,533.78,991.76,44629.35,121.68,October,Wednesday
AP0979,Kadapa-Hyderabad,Express,Nellore,2024-07-18,63,39,63.21,103.15,607.38,23687.74,20.86,July,Thursday
AP0980,Hyderabad-Visakhapatnam,Semi-Sleeper,Nellore,2024-05-27,59,35,60.61,634.67,325.02,11375.74,141.23,May,Monday
AP0981,Kakinada-Vijayawada,Sleeper,Hyderabad,2024-09-05,36,11,31.75,194.18,611.52,6726.71,34.46,September,Thursday
AP0982,Kadapa-Hyderabad,Ordinary,Nellore,2024-09-19,63,52,82.86,364.57,283.11,14721.52,65.26,September,Thursday
AP0983,Hyderabad-Vijayawada,Ordinary,Vijayawada,2024-03-16,63,46,73.29,271.75,175.93,8092.73,87.6,March,Saturday
AP0984,Anantapur-Bangalore,Semi-Sleeper,Hyderabad,2024-01-01,63,29,47.21,447.34,277.2,8038.94,89.48,January,Monday
AP0985,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-05-05,63,58,92.17,516.16,139.53,8092.93,101.45,May,Sunday
AP0986,Eluru-Hyderabad,Super Luxury,Guntur,2024-03-15,45,32,71.47,283.46,288.43,9229.82,72.63,March,Friday
AP0987,Hyderabad-Visakhapatnam,Ordinary,Vijayawada,2024-11-30,55,36,67.22,622.49,233.75,8415.04,185.27,November,Saturday
AP0988,Kakinada-Vijayawada,Express,Guntur,2024-10-18,55,38,69.14,399.46,385.97,14666.94,84.27,October,Friday
AP0989,Hyderabad-Tirupati,Ordinary,Nellore,2024-09-15,59,31,54.22,540.01,417.9,12954.86,140.26,September,Sunday
AP0990,Vijayawada-Visakhapatnam,Express,Guntur,2024-12-10,63,41,66.29,409.86,351.02,14391.63,81.01,December,Tuesday
AP0991,Nellore-Chennai,Super Luxury,Tirupati,2024-01-16,49,26,53.61,349.78,398.91,10371.57,60.78,January,Tuesday
